Date,cpi_yoy_zscore,unemployment_delta_zscore,yield_spread_delta_zscore,inferred_regime,spy_equivalent_return,Mkt-RF,SMB,HML,RF,cpi_yoy,unemployment_delta,yield_spread_delta
1953-05-04,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0109179321779824,0.0091,-0.0031,0.0017,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-05,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0012000274658203,0.001,0.0017,-0.0042,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-06,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0011985891259489,0.0016,-0.0011,-0.001,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-07,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.004000015258789,-0.004,0.0003,-0.0022,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-08,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0,0.0023,-0.0013,0.0021,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-11,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0004016156238972,0.0006,0.0009,-0.0007,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-12,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0068245715509952,-0.0046999999999999,0.0017,0.0014,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-13,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.001212638921708,-0.0007,-0.0004,-0.0009,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-14,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0056657750782778,0.0046999999999999,-0.0013,0.0034,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-15,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0004024236912806,0.0007,0.0009,0.0006,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-18,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0036231945263701,-0.0019,0.0007,0.0,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-19,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0020201711943654,-0.002,0.0003,0.0003,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-20,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0093117220701233,0.0093999999999999,-0.0023,0.0054,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-21,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0052145671550438,0.0029,0.0,-0.0003,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-22,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.001197078209744,-0.0001,0.0007,0.0008,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-25,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0015981188345985,-0.0011,-0.0007,0.0006,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-26,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0048018780705814,-0.003,-0.001,0.0012,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-27,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0092481480427666,-0.0079,0.0033,-0.0037,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-28,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.007305207371531,-0.0072,0.0013,-0.0015,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-05-29,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0032707209341422,0.0016,0.0005,0.0026,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-01,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0158924727973543,-0.0139999999999999,0.0027,-0.0036,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-02,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0028985381337442,0.0014,-0.0058,0.0015,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-03,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0016514867594011,-0.0004,0.0029,-0.0002,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-04,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0062034580908655,-0.0083,-0.001,-0.0027,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-05,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0024968566054068,0.0018,-0.0007,0.0008,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-08,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0033208768451361,-0.002,0.0,0.0,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-09,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0170762117244346,-0.0192999999999999,-0.0017,-0.0031,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-10,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0025423502107013,-0.0009,-0.0051,0.0051,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-11,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.008920946317132,0.0085,0.0008,-0.0001,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-12,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.002947355571546,0.0032,0.0006,-0.0021,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-15,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0083962576890492,-0.0081999999999999,0.0002,-0.0034999999999999,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-16,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0029636579037108,-0.003,-0.0024,0.0007,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-17,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0127389025107511,0.0123,-0.0039,0.0029,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-18,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0004192968017562,0.0001,0.0016,-0.0001,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-19,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0,0.0,-0.0009,0.0007,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-22,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0050335122112714,0.0052,-0.0005,0.0005,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-23,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0066778698194704,0.0056,-0.0034999999999999,0.0013,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-24,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0012438095191401,-0.0011,0.0007,-0.0025,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-25,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0041511158504075,0.004,-0.0017,0.0001,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-26,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0008267279856766,-0.0006,-0.0012,0.0002,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-29,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0028913547076139,-0.0016,0.0009,-0.0004,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-06-30,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0,-0.0012,-0.0016,-0.0004,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-01,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0041425179783811,0.0039,-0.0022,0.002,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-02,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0028877762163852,0.0034999999999999,0.0005,-0.0007,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-03,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0020568138834897,0.0026,-0.0012,0.002,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-06,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.000820958535056,0.0012,-0.0003,-0.0037,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-07,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,0.0053322835352855,0.0036,-0.0026,0.0027,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-08,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0004080060705202,0.0004,-0.0004,0.0011,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-09,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0028571304009885,-0.0033,0.0014,-0.0016,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-10,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0008186843026536,-0.0011,0.0006,-0.0024,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
1953-07-13,-1.0398248614645516,1.3705868467253204,0.0745164390616545,2,-0.0098320267356989,-0.0097,0.0008,-0.0015,0.0001,0.0063694267515923,0.3333333333333333,0.0066666666666666
