date,equity_return,Mkt-RF,SMB,HML,RF,growth_yoy,cpi_yoy,unemployment_delta,yield_spread_delta,credit_spread_delta,growth_yoy_zscore,cpi_yoy_zscore,unemployment_delta_zscore,yield_spread_delta_zscore,credit_spread_delta_zscore
1955-02-28,0.0035489284637537644,0.0302,0.0155,0.0060999999999999995,0.0009,0.07714940603442555,-0.006298629121896937,-0.19999999999999987,-0.02333333333333328,-0.04999999999999997,1.009334777903635,-1.5118420685033087,-0.8203542537187466,-0.10570360166096517,-0.4285054763750562
1955-03-31,-0.004896531520597991,-0.0015,-0.006500000000000001,0.019299999999999998,0.001,0.10895495914951181,-0.00519866320089124,-0.13333333333333344,0.01333333333333342,-0.046666666666666856,1.623334218460012,-1.4721401546162123,-0.5450996263072982,0.06610537849005751,-0.4002950161372604
1955-04-30,0.03772545610553846,0.0311,-0.0175,0.0075,0.001,0.12913118876751595,-0.002606105733432673,-0.06666666666666672,-0.07666666666666666,-0.03333333333333336,2.01283204147116,-1.3785649889180962,-0.2698449988958488,-0.35560757278972543,-0.2874531751860683
1955-05-31,-0.0013171559079673267,0.009399999999999999,-0.0025,-0.0096,0.0014000000000000002,0.14029953329564226,-0.005941329372447068,-0.13333333333333344,-0.05666666666666672,-0.02666666666666669,2.2284345580316343,-1.4989457745239734,-0.5450996263072982,-0.26189358361644066,-0.23103225471047284
1955-06-30,0.08230015680408265,0.0655,-0.0461,0.018500000000000003,0.001,0.13839505285902942,-0.008537490720118779,-0.13333333333333316,-0.010000000000000083,-0.02333333333333328,2.1916689681234933,-1.59265101783554,-0.5450996263072971,-0.043227608878775796,-0.20282179447267448
1955-07-31,0.06068734468798498,0.0189,-0.012,0.0039000000000000003,0.001,0.1456169780710952,-0.0037230081906179935,-0.2333333333333334,0.046666666666666634,-0.040000000000000036,2.3310866988544547,-1.4188782061993326,-0.957981567424472,0.22229536044553197,-0.3438740956616637
1955-08-31,-0.007812503423979988,0.0022,-0.0046,0.0075,0.0016,0.1458334484645183,-0.00484171322160154,-0.033333333333333215,-0.07999999999999985,-0.05000000000000012,2.3352656137746846,-1.4592564851596135,-0.13221768519012342,-0.37122657098527223,-0.4285054763750575
1955-09-30,0.011347796672219967,-0.0037,0.003,-0.0101,0.0016,0.15155996512564696,0.0014919806042521522,-0.03333333333333351,-0.1566666666666665,-0.03666666666666677,2.44581480037575,-1.2306496146564179,-0.13221768519012464,-0.7304635294828647,-0.3156636354238666
1955-10-31,-0.030455646258836122,-0.026699999999999998,0.0146,-0.0011,0.0018,0.15711894076138222,0.0037425149700598404,0.09999999999999994,-0.21666666666666665,0.029999999999999954,2.5531296431032926,-1.1494193511682955,0.4182915696327744,-1.0116054970027204,0.2485455693320877
1955-11-30,0.07487005568070493,0.0704,-0.022000000000000002,0.0033,0.0017000000000000001,0.14161899344202467,0.0037341299477220424,0.0,-0.14000000000000012,0.03333333333333336,2.2539064556208306,-1.1497219982125715,0.005409628515600735,-0.6523685385051285,0.276756029569886
1955-12-31,-0.0006591689827130098,0.0149,0.019799999999999998,-0.021099999999999997,0.0018,0.1312393384261663,0.0037355248412402897,0.03333333333333351,-0.16000000000000014,0.013333333333333494,2.05352942240765,-1.1496716512506469,0.14303694222132612,-0.7460825276784137,0.10749326814310099
1956-01-31,-0.03649955725858134,-0.030299999999999997,0.005,0.008199999999999999,0.0022,0.11297456880924028,0.002241314904743996,-0.09999999999999994,-0.05333333333333338,-0.0033333333333332624,1.7009319283126862,-1.2036033168551419,-0.40747231260157296,-0.24627458542089314,-0.03355903304588821
1956-02-29,0.034687368059092005,0.0378,-0.0097,-0.0046,0.0019,0.08953215955476912,0.001491424310216205,-0.10000000000000009,-0.0433333333333333,0.016666666666666757,1.2483812018575748,-1.2306696934038492,-0.40747231260157357,-0.19941759083425026,0.1357037283808981
1956-03-31,0.06925450769918484,0.0664,-0.0213,-0.0049,0.0015,0.06460706449210529,0.0037327360955581312,0.0,0.09666666666666668,-0.006666666666666672,0.767207541116206,-1.1497723075880948,0.005409628515600735,0.4565803333787447,-0.06176949328368655
1956-04-30,-0.002062674815703658,0.0028000000000000004,-0.0003,-0.0016,0.0019,0.05983851453122302,0.005225830533781339,0.0,0.0300000000000001,-0.06666666666666672,0.6751516979855274,-1.095880904518587,0.005409628515600735,0.14420036946779508,-0.5695577775640454
1956-05-31,-0.06572964520398816,-0.052199999999999996,0.015,-0.0132,0.0023,0.03403556186383816,0.009712364587224576,0.1333333333333333,-0.020000000000000018,-0.02666666666666669,0.17703118283051203,-0.9339449888326987,0.5559188833384993,-0.090084603465418,-0.23103225471047284
1956-06-30,0.039159301501935806,0.0347,-0.015300000000000001,-0.011000000000000001,0.002,0.023529583098701012,0.01647323099962561,0.033333333333333215,-0.06666666666666672,0.03999999999999989,-0.02578450350420074,-0.6899198504339625,0.1430369422213249,-0.3087505782030832,0.3331769500454802
